,addr,loc,d_hub
3244,c5/14 lower ground floor vasant kunj new delhi delhi 110070 ,"[28.539568402513147,77.14676580183024]",POWERGRID
3245, saini mohallah shahabad muhammadpur village shahabad mohammadpur new delhi delhi 110061 ,"[28.554469891339547,77.07163176201396]",POWERGRID
3246,pataudi rd gurugram  122051 ,"[28.415046548445787,76.89557457369887]",POWERGRID
3247,6 geeen meadow farms satbari new delhi ,"[28.469233894617012,77.19138648525524]",POWERGRID
3248,kharkhari  122103 ,"[28.215548944820565,76.99516663087773]",POWERGRID
3249,damdama rd garhi bazidpur  122102 ,"[28.30758691715133,77.09994558528166]",POWERGRID
3250, gurugram  122505 ,"[28.44955987511748,76.89486688498756]",POWERGRID
3251,2nd ave dera village dera mandi new delhi delhi 110074 ,"[28.438335011747974,77.18896322463218]",POWERGRID
3252,  122051 ,"[28.346113538282864,76.97986175164395]",POWERGRID
3253, sirohi  121005 ,"[28.312121100733535,77.19337183184406]",POWERGRID
3254,sohna rd dhunela  122103 ,"[28.290597274390077,77.06521669233923]",POWERGRID
3255,doper ki dhani rd  ,"[28.28733199809199,76.97680042531873]",POWERGRID
3256,586b street number 1 block b ashok vihar ashok vihar phase- 1 gurugram  122006 ,"[28.484824477497586,77.01424677828442]",POWERGRID
3257,  122102 ,"[28.362346279873346,77.12577757790393]",POWERGRID
3258,  122101 ,"[28.361777392149143,77.04311956024011]",POWERGRID
3259, kharkhari jatmal delhi 110043 ,"[28.572558065972157,76.9424988985521]",POWERGRID
3260, sarangpur delhi 110073 ,"[28.539759243169996,76.89347373733754]",POWERGRID
3261,kadarpur  122102 ,"[28.3913325421099,77.11113966918305]",POWERGRID
3262, iqbalpur  122505 ,"[28.495923455394557,76.88812582950214]",POWERGRID
3263, walled block delhi cantonment new delhi delhi 110010 ,"[28.59073517656412,77.10063177506348]",POWERGRID
3264,28.46236576 sultanpur gurugram  870013 ,"[28.46236838170063,76.87047549608418]",POWERGRID
3265,  122506 ,"[28.44470932817689,76.85232784626008]",POWERGRID
3266, gurugram  122051 ,"[28.329845469863823,76.89564210661186]",POWERGRID
3267, baghanki  122015 ,"[28.32488815765699,76.93994457325886]",POWERGRID
3268,31 tethar  122103 ,"[28.297216499783364,77.17061274956556]",POWERGRID
3269,747/2 housing board colony patel nagar gurugram  122001 ,"[28.459402119467036,77.03586922668613]",POWERGRID
3270,nangli umarpur road ullahawas sector 62 gurugram  122005 ,"[28.405720093047105,77.08600835516697]",POWERGRID
3271,alawalpur  121004 ,"[28.342644033735695,77.22243007378358]",POWERGRID
3272, ghummanhera delhi 110073 ,"[28.52282830025644,76.93134049610947]",POWERGRID
3273, darbaripur sector 75 gurugram  122101 ,"[28.388611358041118,77.01205743919596]",POWERGRID
3274,  122102 ,"[28.329793412261825,77.06263790802112]",POWERGRID
3275, shikarpur delhi 110043 ,"[28.515862463380657,76.95181046183286]",POWERGRID
3276, gurugram  122505 ,"[28.43993197849339,76.89675401012904]",POWERGRID
3277,new mehrauli road delhi 110067 ,"[28.53198658276544,77.16175222815444]",POWERGRID
3278,sprint3  122005 ,"[28.366513450326593,77.1462872345089]",POWERGRID
3279, rewla khanpur delhi 110071 ,"[28.57312260925506,76.98899253193022]",POWERGRID
3280,  122005 ,"[28.36347809857349,77.12475637830576]",POWERGRID
3281,bhora kalan  ,"[28.3178539419636,76.85868572438997]",POWERGRID
3282,basai rd budhera gurugram  122006 ,"[28.479386428106224,76.91514418447453]",POWERGRID
3283,2258 pocket e sector 2 palam vihar gurugram  122017 ,"[28.510543229221057,77.03444653918157]",POWERGRID
3284,  122506 ,"[28.42001279430935,76.84640957632578]",POWERGRID
3285, sector 89 gurugram  122004 ,"[28.422898782183736,76.94065559153218]",POWERGRID
3286,w19/20 v-1 dlf phase 3 sector 24 gurugram  ,"[28.49238051071192,77.10969596902783]",POWERGRID
3287,65 to 96 sector 10 dwarka dwarka delhi 110075 ,"[28.58297433252217,77.0556249471361]",POWERGRID
3288,g-64 block g south city i sector 41 gurugram  122003 ,"[28.456438251154207,77.06531590833863]",POWERGRID
3289,13 malibu towne malibu town sector 47 gurugram  122018 ,"[28.421500210007828,77.04409256727115]",POWERGRID
3290, 122102 ,"[28.23862005700202,77.01373506711786]",POWERGRID
3291,gurgaon - delhi expy mahipalpur new delhi delhi 110037 ,"[28.556391588463136,77.13315692948]",POWERGRID
3292,damdma  122102 ,"[28.311271181701155,77.11129186461332]",POWERGRID
3293,b250 vatika farm road tolni  122102 ,"[28.250546379332658,77.15516820807312]",POWERGRID
3294,indri road gahlot vihar durga colony sohna  122103 ,"[28.237673883601037,77.07693341038683]",POWERGRID
3295,western peripheral expy sultanpur gurugram  122505 ,"[28.4477525020871,76.86174850814743]",POWERGRID
3296,western peripheral expy sehsaula  122103 ,"[28.207534021059203,77.0205199523357]",POWERGRID
3297,  122413 ,"[28.28946384981015,76.88855227898542]",POWERGRID
3298, gurugram  122505 ,"[28.44549264598637,76.87905849939828]",POWERGRID
3299,1586 avenue 13 shanti kunj b block anand gram ghitorni church rd delhi 110070 ,"[28.507123154737638,77.13143732671918]",POWERGRID
3300,  122413 ,"[28.310543581981573,76.85901833002123]",POWERGRID
3301,nh919 sehsaula  122103 ,"[28.231823439734175,77.03441673636459]",POWERGRID
3302,tatarpur rd chitter sain  122413 ,"[28.33106105131924,76.8540901230578]",POWERGRID
3303,4493 pocket 5 and 6 sector b vasant kunj new delhi delhi 110070 ,"[28.525558297944382,77.16459356782512]",POWERGRID
3304,88 sector 19 bees sutri colony pocket 1 dwarka delhi 110075 ,"[28.575899730719257,77.04902499254348]",POWERGRID
3305, asola wild life sanctuary maidan garhi new delhi delhi 110068 ,"[28.479215278638325,77.20809689890339]",POWERGRID
3306,pawta road gothda mohbtabad  121005 ,"[28.37103205875321,77.1981642190992]",POWERGRID
3307, gurugram  122006 ,"[28.503629065158837,76.98383808992047]",POWERGRID
3308,camp wild road  121005 ,"[28.393394356151294,77.1755047955272]",POWERGRID
3309, sector 95a gurugram  122505 ,"[28.429121740399925,76.92583766844851]",POWERGRID
3310, mankrola  122006 ,"[28.504073633179935,76.91157129630191]",POWERGRID
3311,delhi - ajmer expressway manesar gurugram  122051 ,"[28.3426239376002,76.9467190317817]",POWERGRID
3312, sancholi  122102 ,"[28.22497323889823,77.12063192627302]",POWERGRID
3313,  122413 ,"[28.29029705614103,76.88460351999905]",POWERGRID
3314,nh148a arjan garh aya nagar new delhi delhi 110047 ,"[28.47759268662615,77.12290858894147]",POWERGRID
3315, kharkhari nahar delhi 110043 ,"[28.5861847374392,76.95975950130052]",POWERGRID
3316, deengarheri  122015 ,"[28.253837135422245,76.96155797344908]",POWERGRID
3317,shop. 3 chaupal rd kishangarh village vasant kunj new delhi delhi 110070 ,"[28.5184611006597,77.16801720186044]",POWERGRID
3318,164 huda sushant lok 2 sector 55 gurugram  122003 ,"[28.42954867055912,77.11055433805322]",POWERGRID
3319,prem nagar rd  122051 ,"[28.38552132182616,76.85487438989172]",POWERGRID
3320, chandla dungerwas  122413 ,"[28.299920385491586,76.90551804692078]",POWERGRID
3321,  ,"[28.232644220549574,76.98456587969835]",POWERGRID
3322,shop no. 22tulip shopping complex sec.70 near sohna gurugram  122004 ,"[28.405802088731363,76.97550403448676]",POWERGRID
3323,315/12 hans enclave sector 33 gurugram  122001 ,"[28.44411545370496,77.02561994514494]",POWERGRID
3324, sector 3 imt manesar gurugram  122051 ,"[28.361624749753485,76.92078724027236]",POWERGRID
3325,  122102 ,"[28.27512599087393,77.04974043307945]",POWERGRID
3326, sohna rural  122102 ,"[28.255340552284462,77.09072195174328]",POWERGRID
3327, baliawas bandhwari  122003 ,"[28.42874765587549,77.13728365393828]",POWERGRID
3328, bhatti kalan new delhi delhi 110074 ,"[28.422323669344635,77.21436641686884]",POWERGRID
3329, gurugram  122101 ,"[28.328283876994824,76.95532893564966]",POWERGRID
3330, 122102 ,"[28.288568658008757,76.99104883809542]",POWERGRID
3331,  121004 ,"[28.306344999446363,77.19213647187092]",POWERGRID
3332,nh919 shikarpur  122103 ,"[28.217337581245374,76.98425146729578]",POWERGRID
3333,rajpur extension ansal villas sat bari new delhi delhi 110074 ,"[28.4860341912255,77.18684437854101]",POWERGRID
3334,4 noble enclave palam vihar extension gurugram  122015 ,"[28.501181544101865,77.06034195818512]",POWERGRID
3335, block a sector 35 gurugram  122004 ,"[28.421319516865925,77.00624540563986]",POWERGRID
3336,pataudi rd tajnagar  122051 ,"[28.379030675844586,76.84060227221353]",POWERGRID
3337,summer sprint gothda mohbtabad  121005 ,"[28.395417182895976,77.2102833470789]",POWERGRID
3338,b62 anup nagar sanatan dharm mandir rahaka  122102 ,"[28.26058395180031,77.1658365492173]",POWERGRID
3339, ghalibpur jhuljhuli delhi 110073 ,"[28.533850715628933,76.89526413410685]",POWERGRID
3340,30 sector 10 dwarka dwarka new delhi delhi 110075 ,"[28.585023660386145,77.05903282653787]",POWERGRID
3341,sector 23 road sector 23 dwarka delhi 110075 ,"[28.566265847398125,77.0537737417033]",POWERGRID
3342, raota delhi 110073 ,"[28.522121447002117,76.90899510131315]",POWERGRID
3343, pathradi  122015 ,"[28.264450627389852,76.8958691683868]",POWERGRID
3344, 122102 ,"[28.243067383119357,77.10636376777957]",POWERGRID
3345,doper ki dhani rd  ,"[28.29335786473728,76.99204592018317]",POWERGRID
3346,nazafgarh - gurgaon road deenpur gandhi park najafgarh delhi 110043 ,"[28.586327513751524,76.99495670557799]",POWERGRID
3347, sector 78 gurugram  122004 ,"[28.376649899106166,76.96640441874622]",POWERGRID
3348,dargha road mehrauli new delhi delhi ,"[28.5207908074838,77.18229067054406]",POWERGRID
3349, sector 107 gurugram  122006 ,"[28.50401602515398,76.96960877361205]",POWERGRID
3350,157 cedar crest pocket i nirvana country sector 50 gurugram  122018 ,"[28.419106388722728,77.05954126679698]",POWERGRID
3351,22/12 gupta colony pocket c1 sector 2 palam vihar alla wardi  122017 ,"[28.50584534318088,77.0259247325297]",POWERGRID
3352,  122413 ,"[28.31447899378277,76.86516727466011]",POWERGRID
3353,  122102 ,"[28.29935650923035,77.04963903523542]",POWERGRID
3354,najafgarh kapashera rd kapas hera extension kapashera new delhi delhi 110037 ,"[28.533383317466132,77.08375162478013]",POWERGRID
3355, kapas hera extension kapashera new delhi delhi 110037 ,"[28.52858871368374,77.08160285851012]",POWERGRID
3356, rewla khanpur delhi 110071 ,"[28.57394501572646,76.9870649654967]",POWERGRID
3357,tauru rd  122015 ,"[28.27202600344151,76.90225709412485]",POWERGRID
3358, garat pur bas  122102 ,"[28.33552492921085,77.02904096949707]",POWERGRID
3359,  122102 ,"[28.366082381086848,77.10488883256708]",POWERGRID
3360,  122051 ,"[28.343839248790278,76.97289901016264]",POWERGRID
3361,  122413 ,"[28.32393049809626,76.94938052085399]",POWERGRID
3362,somnath temple rd harchandpur  122102 ,"[28.266853255771718,77.14187086135512]",POWERGRID
3363, garat pur bas  122102 ,"[28.32591719428168,77.00816679453082]",POWERGRID
3364,tauru rd  122015 ,"[28.254727767332746,76.91940608045817]",POWERGRID
3365,a.r.f. palam new delhi delhi 110010 ,"[28.573266362986885,77.1153183747939]",POWERGRID
3366,dwarka link rd pushpanjali farms new delhi delhi 110037 ,"[28.542268945191793,77.06713377777206]",POWERGRID
3367, jhanjraula  122505 ,"[28.481499100310735,76.86482875777835]",POWERGRID
3368,alfalah road dhouj  121004 ,"[28.334421421473994,77.21078833087323]",POWERGRID
3369, 122102 ,"[28.3262741457003,77.042567525663]",POWERGRID
3370, sector 1a imt manesar gurugram  122052 ,"[28.354104822179735,76.95275907409734]",POWERGRID
3371,  122506 ,"[28.434486753828917,76.84200307005771]",POWERGRID
3372,bissar akbarpur  ,"[28.302730485542437,76.9635991538132]",POWERGRID
3373,258 delhi - jaipur expy nitin vihar nahar pur rupa sector 33 gurugram  122001 ,"[28.440700781406104,77.01413901924504]",POWERGRID
3374,manger - dhauj rd  121005 ,"[28.363603613430737,77.18348251719692]",POWERGRID
3375, gurugram  122103 ,"[28.387169625150843,77.0300399160769]",POWERGRID
3376, pocket h nirvana country sector 50 gurugram  122018 ,"[28.41994672983517,77.05680554040978]",POWERGRID
3377, sec 115 kanganheri gurugram  110071 ,"[28.53937619922843,77.00388138831349]",POWERGRID
3378, darbaripur sector 75 gurugram  122103 ,"[28.39082605691194,77.01109291571821]",POWERGRID
3379,kasan rd gurugram  122051 ,"[28.357533181061648,76.90821574298957]",POWERGRID
3380, naurangpur  122101 ,"[28.35312539456898,76.96965121326603]",POWERGRID
3381, somesh vihar chhawla delhi 110061 ,"[28.546679653692163,77.01452206276264]",POWERGRID
3382,nh 48 gurugram  122051 ,"[28.33826376030985,76.93046370626158]",POWERGRID
3383, dhouj  121004 ,"[28.340246542216928,77.20405601532377]",POWERGRID
3384,vijay singh marg anand gram rajokri new delhi delhi 110038 ,"[28.511724338713012,77.12092404987824]",POWERGRID
3385, satlaka  122102 ,"[28.266688078042993,77.17015076125018]",POWERGRID
3386,17 pwo appartments sector 43 gurugram  122002 ,"[28.457724881250066,77.077322592438]",POWERGRID
3387,a1-1006 orris carnation sector-85 gurugram  122004 ,"[28.40385592802389,76.95079166407096]",POWERGRID
3388, bilaspur khurd  122413 ,"[28.29291445669307,76.8700934659553]",POWERGRID
3389,lineomatic rd sector 33 gurugram  122018 ,"[28.436905849179496,77.01386915302287]",POWERGRID
3390,  122102 ,"[28.327064931816004,77.08621607065982]",POWERGRID
3391,hassanpur tauru  ,"[28.28975251937071,76.95088467711153]",POWERGRID
3392, sec 115 bajghera gurugram  122017 ,"[28.531973452774096,77.00629034339303]",POWERGRID
3393, hariahera  122102 ,"[28.30706718852394,77.03899705327949]",POWERGRID
3394,  ,"[28.339088000304184,76.84930100175586]",POWERGRID
3395,meharuli qila rai pithora new delhi delhi 110016 ,"[28.5318864902823,77.17552382579143]",POWERGRID
3396,146 sarswati kunj ii wazirabad sector 52 gurugram  122022 ,"[28.436378962160283,77.08111447490245]",POWERGRID
3397,34 tulip lane church / mall rd vasant kunj new delhi delhi 110070 ,"[28.511160126284416,77.13105929286976]",POWERGRID
3398, sultanpur gurugram  122505 ,"[28.45720378953943,76.88714228150987]",POWERGRID
3399,93 hayatpur sector 93 gurugram  122505 ,"[28.415052207658963,76.93471992095326]",POWERGRID
3400, darbaripur sector 75 gurugram  122103 ,"[28.38812298021242,77.01423545662493]",POWERGRID
3401, chuharpur  122102 ,"[28.250446049045713,77.14327722421304]",POWERGRID
3402, jhanjraula gurugram  122006 ,"[28.484646787684657,76.87527518565975]",POWERGRID
3403,golf course rd sector 24 dwarka dwarka delhi 110075 ,"[28.567782339857608,77.0388005446949]",POWERGRID
3404, chandla dungerwas  122413 ,"[28.298751821576314,76.90838644488312]",POWERGRID
3405, gurugram  122413 ,"[28.34882330430294,76.87806495808833]",POWERGRID
3406,1280/1 dayanand colony near sec 5 police station sector 5 gurugram rural  122001 ,"[28.476027996175187,77.0206087371304]",POWERGRID
3407, 122102 ,"[28.32125064468984,77.07143278336005]",POWERGRID
3408,plot no. 51 sector 3 imt manesar gurugram  122052 ,"[28.364732694072202,76.91721215859057]",POWERGRID
3409, rajokri village rajokri new delhi delhi 110038 ,"[28.50986528641932,77.11327157287207]",POWERGRID
3410,western peripheral expy udepuri  122015 ,"[28.27786611751738,76.91326472103759]",POWERGRID
3411,28 u-37 rd u block dlf phase 3 sector 24 gurugram  122022 ,"[28.49242237526961,77.0959876217063]",POWERGRID
3412,radha saomi rd sector 19 dwarka delhi 110075 ,"[28.56853410423663,77.04831047145566]",POWERGRID
3413, rajokri village rajokri new delhi delhi 110038 ,"[28.503044486842164,77.11289498308341]",POWERGRID
3414, sector 80 gurugram  122101 ,"[28.354258059271565,76.96393282671457]",POWERGRID
3415,  122103 ,"[28.213770146898252,77.07092090793992]",POWERGRID
3416, gangani  122103 ,"[28.307035152846407,77.01109956768707]",POWERGRID
3417,rajesh pilot rd huda sector sushant lok 2 sector 55 gurugram  122005 ,"[28.420961817189525,77.10729824044182]",POWERGRID
3418,t-6 east mehram nagar delhi cantt new delhi delhi 110010 ,"[28.564206047727755,77.12780917670149]",POWERGRID
3419,  122102 ,"[28.340594197959916,77.05673648755968]",POWERGRID
3420,thimayya marg maude lines delhi cantonment new delhi delhi 110010 ,"[28.574671837030643,77.12067094870837]",POWERGRID
3421,660 part- 6 sector 5 gurugram  122001 ,"[28.480835737372526,77.02297682311834]",POWERGRID
3422,sector 79b gurugram  122051 ,"[28.360885731268084,76.97740954409025]",POWERGRID
3423,vrindavan apartment ratan vihar gali 2 rattan vihar rajendra park sector 105 gurugram  122006 ,"[28.495328412582644,77.01363396574479]",POWERGRID
3424,  122503 ,"[28.399679402672287,76.86028820248356]",POWERGRID
3425, garat pur bas  122102 ,"[28.325606554863977,77.00378110079133]",POWERGRID
3426, chandu  122505 ,"[28.46930309082893,76.92608579671595]",POWERGRID
3427,summer sprint 2  122005 ,"[28.390050980073692,77.15231626238801]",POWERGRID
3428,406/1 gurgaon masani rd sanjay colony sector 6 gurugram  122001 ,"[28.46896591836132,77.02597010172178]",POWERGRID
3429, rangpuri pahari rangpuri new delhi delhi 110070 ,"[28.528750724026448,77.12780919815005]",POWERGRID
3430, gurugram  122051 ,"[28.34346404528869,76.92751721201009]",POWERGRID
3431, patli hajipur  122506 ,"[28.415051128053744,76.86377526391283]",POWERGRID
3432,pataudi rd gurugram  122051 ,"[28.41165424993726,76.89732125122364]",POWERGRID
3433,western peripheral expy panchgaon  122015 ,"[28.314566006090303,76.89360167015617]",POWERGRID
3434,vill. mokalwas near rao bhup singh stadium gurugram  122413 ,"[28.329317853708364,76.88242701834498]",POWERGRID
3435, udaka  122103 ,"[28.221809760133535,77.11574167725733]",POWERGRID
3436, mankrola gurugram  122006 ,"[28.49558123622194,76.90323165413282]",POWERGRID
3437,  122413 ,"[28.307797615562595,76.8924301640942]",POWERGRID
3438,gurjar vijay singh pathik marg garhi bazidpur  122102 ,"[28.300001142027078,77.08820258101288]",POWERGRID
3439,  122503 ,"[28.360312331419138,76.84826311066502]",POWERGRID
3440,mdr 133 tethar  122102 ,"[28.305967725227287,77.1731554615004]",POWERGRID
3441, indira gandhi international airport new delhi delhi 110037 ,"[28.54778764560345,77.10841943559875]",POWERGRID
3442,shop no. g4 plot no.19sector 10 near burger king dwarka delhi 110075 ,"[28.586021065977953,77.05858188496512]",POWERGRID
3443,damdama lake rd damdma  122102 ,"[28.312046191242448,77.12010584950266]",POWERGRID
3444, mohammadpur ahir  122103 ,"[28.272762827935573,76.97330440778836]",POWERGRID
